entry_time,exit_time,spot_entry,day_open,strike,ce_symbol,pe_symbol,ce_entry,pe_entry,ce_exit,pe_exit,ce_pnl,pe_pnl,gross_pnl,charges,total_pnl,cum_pnl
2021-01-01 09:20:00,2021-01-01 15:15:00,14020.7,13997.9,14000,NIFTY07JAN2114000CE,NIFTY07JAN2114000PE,131.15,117.15,120.95,94.35,765.0000000000002,1710.000000000001,2475.000000000001,59.081875000000004,2415.918125000001,2415.918125000001
2021-01-04 09:20:00,2021-01-04 15:15:00,14095.8,14104.35,14100,NIFTY07JAN2114100CE,NIFTY07JAN2114100PE,93.15,86.3,98.1,71.5,-371.24999999999915,1109.9999999999998,738.7500000000007,55.881699999999995,682.8683000000007,3098.7864250000016
2021-01-05 09:20:00,2021-01-05 15:15:00,14101.75,14075.15,14100,NIFTY07JAN2114100CE,NIFTY07JAN2114100PE,81.9,89.55,140.2,46.45,-4372.499999999999,3232.4999999999995,-1139.9999999999995,55.66078749999999,-1195.6607874999995,1903.125637500002
2021-01-06 09:20:00,2021-01-06 14:06:00,14238.65,14240.95,14250,NIFTY07JAN2114250CE,NIFTY07JAN2114250PE,52.8,81.95,23.9,150.3,2167.5,-5126.250000000001,-2958.750000000001,54.03535,-3012.785350000001,-1109.659712499999
2021-01-07 09:20:00,2021-01-07 13:41:00,14227.8,14253.75,14250,NIFTY07JAN2114250CE,NIFTY07JAN2114250PE,27.5,49.6,2.7,81.85,1860.0,-2418.7499999999995,-558.7499999999995,51.0089125,-609.7589124999995,-1719.4186249999984
2021-01-08 09:20:00,2021-01-08 15:15:00,14235.9,14258.4,14250,NIFTY14JAN2114250CE,NIFTY14JAN2114250PE,101.7,120.25,169.0,77.6,-5047.5,3198.7500000000005,-1848.7499999999995,58.18645000000001,-1906.9364499999995,-3626.3550749999977
2021-01-11 09:20:00,2021-01-11 15:15:00,14430.25,14474.05,14450,NIFTY14JAN2114450CE,NIFTY14JAN2114450PE,80.1,126.5,102.05,94.35,-1646.2500000000002,2411.2500000000005,765.0000000000002,57.2029,707.7971000000002,-2918.5579749999974
2021-01-12 09:20:00,2021-01-12 15:15:00,14467.3,14473.8,14450,NIFTY14JAN2114450CE,NIFTY14JAN2114450PE,92.5,95.9,159.25,40.0,-5006.25,4192.5,-813.75,56.4577375,-870.2077375,-3788.7657124999973
2021-01-13 09:20:00,2021-01-13 13:49:00,14634.8,14644.1,14650,NIFTY14JAN2114650CE,NIFTY14JAN2114650PE,45.6,90.35,16.7,155.2,2167.5,-4863.75,-2696.25,54.07022499999999,-2750.320225,-6539.085937499997
2021-01-14 09:20:00,2021-01-14 15:15:00,14551.1,14550.05,14550,NIFTY14JAN2114550CE,NIFTY14JAN2114550PE,41.75,40.3,38.4,0.25,251.2500000000001,3003.75,3255.0,50.9069875,3204.0930125,-3334.9929249999973
2021-01-15 09:20:00,2021-01-15 15:15:00,14597.55,14594.35,14600,NIFTY21JAN2114600CE,NIFTY21JAN2114600PE,130.6,135.05,74.95,219.05,4173.749999999999,-6300.0,-2126.250000000001,60.34179999999999,-2186.591800000001,-5521.584724999999
2021-01-18 09:20:00,2021-01-18 15:15:00,14418.85,14453.3,14400,NIFTY21JAN2114400CE,NIFTY21JAN2114400PE,145.15,132.75,74.3,172.9,5313.750000000001,-3011.2500000000005,2302.5000000000005,60.5404,2241.9596000000006,-3279.625124999998
2021-01-19 09:20:00,2021-01-19 15:15:00,14416.7,14371.65,14400,NIFTY21JAN2114400CE,NIFTY21JAN2114400PE,110.6,99.75,185.0,27.3,-5580.0,5433.75,-146.25,57.467725,-203.717725,-3483.342849999998
2021-01-20 09:20:00,2021-01-20 15:15:00,14569.65,14538.3,14550,NIFTY21JAN2114550CE,NIFTY21JAN2114550PE,76.9,68.1,113.25,17.05,-2726.2499999999995,3828.75,1102.5000000000005,54.169525,1048.3304750000004,-2435.0123749999975
2021-01-21 09:20:00,2021-01-21 14:48:00,14727.9,14730.95,14750,NIFTY21JAN2114750CE,NIFTY21JAN2114750PE,16.65,53.0,0.35,91.1,1222.4999999999998,-2857.4999999999995,-1634.9999999999998,50.7425875,-1685.7425874999997,-4120.754962499997
