entry_time,exit_time,spot_entry,day_open,strike,ce_symbol,pe_symbol,ce_entry,pe_entry,ce_exit,pe_exit,ce_pnl,pe_pnl,gross_pnl,charges,total_pnl,cum_pnl
2021-01-01 09:20:00,2021-01-01 15:15:00,14020.7,13997.9,14000,NIFTY07JAN2114000CE,NIFTY07JAN2114000PE,131.15,117.15,120.95,94.35,765.0000000000002,1710.000000000001,2475.000000000001,59.081875000000004,2415.918125000001,2415.918125000001
2021-01-04 09:20:00,2021-01-04 11:00:00,14095.8,14104.35,14100,NIFTY07JAN2114100CE,NIFTY07JAN2114100PE,93.15,86.3,60.15,157.0,2475.0000000000005,-5302.5,-2827.4999999999995,56.2026625,-2883.7026624999994,-467.78453749999835
2021-01-05 09:20:00,2021-01-05 14:00:00,14101.75,14075.15,14100,NIFTY07JAN2114100CE,NIFTY07JAN2114100PE,81.9,89.55,109.55,56.75,-2073.7499999999995,2460.0,386.25000000000045,55.523425,330.7265750000005,-137.05796249999787
2021-01-06 09:20:00,2021-01-06 13:39:00,14238.65,14240.95,14250,NIFTY07JAN2114250CE,NIFTY07JAN2114250PE,52.8,81.95,28.85,114.15,1796.2499999999998,-2415.0,-618.7500000000002,53.82475,-672.5747500000002,-809.6327124999981
2021-01-07 09:20:00,2021-01-07 11:02:00,14227.8,14253.75,14250,NIFTY07JAN2114250CE,NIFTY07JAN2114250PE,27.5,49.6,9.5,85.2,1350.0,-2670.0,-1320.0,51.077425,-1371.077425,-2180.710137499998
2021-01-08 09:20:00,2021-01-08 15:09:00,14235.9,14258.4,14250,NIFTY14JAN2114250CE,NIFTY14JAN2114250PE,101.7,120.25,165.1,79.95,-4754.999999999999,3022.5,-1732.499999999999,58.1759875,-1790.675987499999,-3971.3861249999973
2021-01-11 09:20:00,2021-01-11 15:15:00,14430.25,14474.05,14450,NIFTY14JAN2114450CE,NIFTY14JAN2114450PE,80.1,126.5,102.05,94.35,-1646.2500000000002,2411.2500000000005,765.0000000000002,57.2029,707.7971000000002,-3263.589024999997
2021-01-12 09:20:00,2021-01-12 13:32:00,14467.3,14473.8,14450,NIFTY14JAN2114450CE,NIFTY14JAN2114450PE,92.5,95.9,159.7,51.0,-5039.999999999999,3367.5000000000005,-1672.4999999999986,56.535025,-1729.0350249999985,-4992.624049999996
2021-01-13 09:20:00,2021-01-13 11:39:00,14634.8,14644.1,14650,NIFTY14JAN2114650CE,NIFTY14JAN2114650PE,45.6,90.35,34.75,119.0,813.7500000000001,-2148.7500000000005,-1335.0000000000005,53.94771249999999,-1388.9477125000005,-6381.571762499996
2021-01-14 09:20:00,2021-01-14 15:15:00,14551.1,14550.05,14550,NIFTY14JAN2114550CE,NIFTY14JAN2114550PE,41.75,40.3,38.4,0.25,251.2500000000001,3003.75,3255.0,50.9069875,3204.0930125,-3177.478749999996
2021-01-15 09:20:00,2021-01-15 09:45:00,14597.55,14594.35,14600,NIFTY21JAN2114600CE,NIFTY21JAN2114600PE,130.6,135.05,101.95,193.15,2148.7499999999995,-4357.5,-2208.7500000000005,60.349225,-2269.0992250000004,-5446.5779749999965
2021-01-18 09:20:00,2021-01-18 09:31:00,14418.85,14453.3,14400,NIFTY21JAN2114400CE,NIFTY21JAN2114400PE,145.15,132.75,125.1,160.5,1503.750000000001,-2081.25,-577.4999999999991,60.7996,-638.2995999999991,-6084.877574999996
2021-01-19 09:20:00,2021-01-19 11:48:00,14416.7,14371.65,14400,NIFTY21JAN2114400CE,NIFTY21JAN2114400PE,110.6,99.75,138.55,64.0,-2096.2500000000014,2681.25,584.9999999999986,57.4019125,527.5980874999987,-5557.279487499997
2021-01-20 09:20:00,2021-01-20 13:48:00,14569.65,14538.3,14550,NIFTY21JAN2114550CE,NIFTY21JAN2114550PE,76.9,68.1,103.25,26.25,-1976.2499999999995,3138.7499999999995,1162.5,54.164125000000006,1108.335875,-4448.9436124999975
2021-01-21 09:20:00,2021-01-21 14:49:00,14727.9,14730.95,14750,NIFTY21JAN2114750CE,NIFTY21JAN2114750PE,16.65,53.0,0.4,109.7,1218.75,-4252.5,-3033.75,50.868475,-3084.618475,-7533.562087499998
2021-01-22 09:20:00,2021-01-22 11:15:00,14587.7,14583.4,14600,NIFTY28JAN2114600CE,NIFTY28JAN2114600PE,128.55,147.05,94.05,198.2,2587.500000000001,-3836.249999999998,-1248.7499999999973,60.7478875,-1309.4978874999972,-8843.059974999995
2021-01-25 09:20:00,2021-01-25 09:40:00,14456.7,14477.8,14450,NIFTY28JAN2114450CE,NIFTY28JAN2114450PE,128.0,115.0,84.65,173.65,3251.2499999999995,-4398.75,-1147.5000000000005,59.14952499999999,-1206.6495250000005,-10049.709499999995
2021-01-27 09:20:00,2021-01-27 09:22:00,14167.05,14237.95,14150,NIFTY28JAN2114150CE,NIFTY28JAN2114150PE,105.7,87.3,98.75,92.25,521.2500000000002,-371.2500000000002,150.0,56.595249999999986,93.40475,-9956.304749999996
2021-01-28 09:20:00,2021-01-28 13:04:00,13812.55,13810.4,13800,NIFTY28JAN2113800CE,NIFTY28JAN2113800PE,71.35,51.75,13.9,94.2,4308.75,-3183.75,1125.0,53.099875,1071.9001250000001,-8884.404624999996
2021-01-29 09:20:00,2021-01-29 09:42:00,13953.7,13946.6,13950,NIFTY04FEB2113950CE,NIFTY04FEB2113950PE,210.85,209.15,189.35,270.7,1612.5,-4616.249999999999,-3003.749999999999,67.9453375,-3071.695337499999,-11956.099962499995
2021-02-01 09:20:00,2021-02-01 09:39:00,13710.2,13766.05,13700,NIFTY04FEB2113700CE,NIFTY04FEB2113700PE,219.8,211.35,203.6,219.0,1215.0000000000014,-573.7500000000005,641.2500000000009,68.16085000000001,573.0891500000009,-11383.010812499993
2021-02-02 09:20:00,2021-02-02 09:20:00,14575.15,14481.1,14600,NIFTY04FEB2114600CE,NIFTY04FEB2114600PE,100.25,144.85,100.25,144.85,0.0,0.0,0.0,59.148625,-59.148625,-11442.159437499993
2021-02-03 09:20:00,2021-02-03 09:20:00,14602.15,14754.9,14600,NIFTY04FEB2114600CE,NIFTY04FEB2114600PE,104.65,110.65,104.65,110.65,0.0,0.0,0.0,57.69587500000001,-57.69587500000001,-11499.855312499993
2021-02-04 09:20:00,2021-02-04 14:10:00,14775.5,14789.05,14800,NIFTY04FEB2114800CE,NIFTY04FEB2114800PE,40.7,73.85,87.3,7.3,-3494.9999999999995,4991.25,1496.2500000000005,52.64965,1443.6003500000004,-10056.254962499992
2021-02-05 09:20:00,2021-02-05 15:15:00,14990.05,14952.6,15000,NIFTY11FEB2115000CE,NIFTY11FEB2115000PE,143.3,187.7,108.55,201.95,2606.250000000001,-1068.75,1537.500000000001,63.197875,1474.3021250000008,-8581.952837499992
2021-02-08 09:20:00,2021-02-08 14:12:00,15088.15,15064.3,15100,NIFTY11FEB2115100CE,NIFTY11FEB2115100PE,125.0,156.05,143.8,99.45,-1410.000000000001,4245.000000000001,2835.0,60.64603749999999,2774.3539625,-5807.598874999992
2021-02-09 09:20:00,2021-02-09 15:05:00,15153.8,15164.15,15150,NIFTY11FEB2115150CE,NIFTY11FEB2115150PE,104.1,112.9,68.75,154.95,2651.2499999999995,-3153.7499999999986,-502.4999999999991,57.823975,-560.3239749999991,-6367.922849999992
